frase,situacao
"Em 423 pacientes com IC aguda, as concentrações plasmáticas de ceramidas foram independentemente associadas à morte e à piora da função ventricular esquerda durante a hospitalização.27 A busca por evidências: ceramidas e predição de risco CV Prevenção primária: O estudo FINRISK incluiu pacientes sem eventos cardiovasculares prévios e mostrou que os níveis circulantes de ceramidas específicas (16:0, 18:0 e 24:1) estão significativamente associados a eventos cardiovasculares maiores subsequentes quando comparados a indivíduos que permaneceram assintomáticos.",baixo risco
Este relato de caso descreve a implantação bem-sucedida de um dispositivo de assistência ventricular esquerda de fluxo axial em paciente com insuficiência cardíaca terminal com insuficiência biventricular grave secundária à cardiomiopatia chagásica.,alto risco
"Esta diferença estatisticamente significativa foi principalmente causada por menos eventos de sangramento, sem diferença relatada em desfechos isquêmicos (p = 0,36), enquanto BARC sangramento ≥ 2 ocorreu com menos frequência no grupo com BULA PARA PROFISSIONAL DA SAÚDE – RDC 47/2009 Bissulfato de Clopidogrel_VPS_01.2019 6 descalonamento de agentes inibidores P2Y12 na Síndrome Coronária Aguda (4,0%) versus 14,9% no grupo descalonamento de agentes inibidores P2Y12 na Síndrome Coronária Aguda inalterado (p <0,01).",alto risco
"A ceramida é um biomarcador lipídico com papel emergente no diagnóstico precoce e na estratificação de risco, atuando como biomarcador de eventos cardiovasculares (CVs) primários e secundários em pacientes com aterosclerose clínica e subclínica suscetíveis ao desenvolvimento de eventos isquêmicos agudos.5,7 Ceramida: uma breve revisão da fisiologia desse novo biomarcador lipídico.",baixo risco
"Tratamento de infarto agudo do miocárdio (IAM) a) Regime de administração acelerada durante 90 minutos para pacientes que sofreram infarto do miocárdio, nos quais o tratamento possa ser iniciado dentro de 6 horas após o início dos sintomas: • Pacientes com peso corpóreo maior ou igual a 65 kg: administrar uma dose de 15 mg como bolo intravenoso, seguida de dose de 50 mg em infusão intravenosa durante os primeiros 30 minutos, seguida de infusão intravenosa de 35 mg durante os 60 minutos seguintes, até a dose máxima de 100 mg.",alto risco
"Esses dados não só corroboram o conceito de que a redistribuição da gordura após a perda de estrogênio pode contribuir para o avanço de doenças cardiovasculares, mas também identifica um biomarcador de risco simples e acessível, o produto de acumulação lipídica, que poderia identificar mulheres na pós-menopausa com risco cardiovascular mais alto.47 Modalidades de tratamento para perda de peso: uma abordagem baseada em evidências para medir resultados em pacientes com ICFEP Considerando a evidência clínica de interferência entre coração e “gordura”, em relação a ICFEP específica do sexo feminino, a redução do peso, ou a manutenção do peso corporal ideal é uma abordagem preventiva para mitigar alterações na estrutura e na função ventricular relacionadas à idade e à perda de estrogênio.",baixo risco
"Pacientes com IAMCSST com menos de 12 horas do início dos sintomas devem receber terapia trombolítica imediatamente (dentro de 30 min.), quando a ICP primária não pode ser realizada dentro de 90 minutos da admissão.",alto risco
"Assim, os miRNAs podem ser detectados de forma confiável em amostras plasmáticas, sendo apontados como potenciais biomarcadores no diagnóstico das DCVs.19 O fato dos miRNAs serem sequências pequenas e agirem sem a necessidade de pareamento completo faz com que um único miRNA possa ter como alvo dezenas de RNAm, assim como um único RNAm pode ser alvo de múltiplos miRNAs, gerando assim um grande poder regulatório da expressão genética.20 miRNAs como biomarcadores circulantes Estudos apontam que o nível circulante de miRNAs está alterado em algumas DCVs, despertando assim o interesse em seu uso como ferramenta de diagnóstico clínico e prognóstico, Figura 1 – Síntese do miRNA e sua ação sobre o RNA mensageiro.",baixo risco
"no entanto, devido às limitações na precisão preditiva, principalmente em pacientes com alto risco CV, a otimização das ferramentas de risco por meio da recalibração de escores ou da associação com biomarcadores é frequentemente necessária para uma maior acurácia preditiva em diferentes populações.",baixo risco
"As diretrizes atuais endossam o controle do colesterol LDL e a medição de marcadores inflamatórios inespecíficos, como a proteína C reativa, para a estratificação de risco CV.",baixo risco
"Diretriz Brasileira de Fibrilação Atrial - 2025 elevado, devendo sempre ser tratados com a mesma estratégia para duração superior a 24 horas.179 Essa abordagem também se aplica aos pacientes com escore maior ou igual a 2 em homens e maior ou igual a 3 em mulheres cuja FA tenha duração entre 12 e 24 horas.179 A anticoagulação oral deve ser continuada por, pelo menos, 4 semanas após a cardioversão em todos os pacientes independentemente da sua duração e perfil de risco.179 Após esse período, a manutenção da anticoagulação oral depende do risco tromboembólico: CHA2DS2-VA ≥ 2 Quadro 6 – Recomendações para o manejo de sangramento ativo em pacientes em uso de anticoagulantes de ação direta (ACOD) Recomendações para o manejo de sangramento ativo em pacientes em uso de ACOD Classe de recomendação Nível de evidência Interromper o uso do ACO até identificação e tratamento do sangramento leve, moderado ou grave I C Realizar intervenções diagnósticas para identificação do sítio de sangramento em pacientes sem causa identificada I C Uso de idarucizumab em pacientes com sangramento grave e risco de morte secundário ao uso de dabigatrana IIa B Uso de andexanet em pacientes com sangramento grave e risco de morte secundário ao uso de anticoagulanetes inibidores fator Xa IIa B Uso de carvão ativado e lavagem gástrica nas primeiras 4 h após o uso do ACOD em paciente com sangramento moderado ou grave IIa C Concentrado de complexo protrombínico na vigência de sangramento moderado ou grave sem resposta ao antídoto IIa C Uso de plasma fresco congelado ou concetrado de plaquetas em pacientes com sangramento moderado sem disponibilidade de outras terapias IIa C Uso de carvão ativado em casos de hemorragia digestiva III C Tabela 12 – Estudos clínicos com o uso dos ACOD para cardioversão de FA X-VeRT ENSURE-AF EMANATE Anticoagulante Rivaroxabana Edoxabana Apixabana Número de pacientes 1.504 2.199 1.500 Desenho do estudo Randomizado Randomizado Randomizado Duração de FA ≥ 48 h ≥ 48 h < 48 h e ≥ 48 h Comparador AVK AVK/heparina de baixo peso molecular AVK/heparina Estratégia ETE + rivaroxabana por pelo menos 4 horas antes da CVE ETE + edoxabana por pelo menos 2 horas antes da CVE Apixabana por pelo menos 2 horas antes da CVE ou após 5 doses Anticoagulação após CVE 42 dias 28 dias 30 dias Desfecho eficácia Composto por AVC, AIT, embolia sistêmica, infarto ou morte cardiovascular Composto por AVC, AIT, embolia sistêmica, infarto ou morte cardiovascular AVC, embolia sistêmica, mortalidade Resultado ACOD & AVK 5 (0,5%) vs.",alto risco
"Fundamentos do Pré-tratamento com Bloqueadores de P2Y12 O objetivo do pré-tratamento com segundo antiplaquetário potente na SCASSST seria a possibilidade de alcançar inibição plaquetária eficaz e prevenção de maior agregação, sobretudo preparando e protegendo o paciente para estratégia invasiva, potencialmente reduzindo a extensão da trombose, risco de IAM recorrente e minimizando o risco de complicações relacionadas à ICP como trombose de stent e infarto periprocedimento.142 Em contrapartida, a proposta de pré-tratamento tem reconhecido impacto em aumentar o risco de sangramento associado ou não à cirurgia de revascularização miocárdica, fator que está associado a um relevante aumento da morbimortalidade na SCA.143-145 Uma questão importante se refere ao tempo mínimo ideal para ação clinicamente eficaz do fármaco, sabendo que até mesmo os mais potentes agentes antiplaquetários orais eficazes requerem pelo menos 30 a 60min para inibição plaquetária efetiva e, assim, obter “pré-tratamento apropriado” antes de cateterismo e perspectiva de ICP.146-149 A utilização do segundo agente plaquetário seguindo a proposta de pré-tratamento com bloqueadores de P2Y12 foi adotada nos estudos CURE (clopidogrel)150,151 e PLATO (ticagrelor);152,153 no estudo TRITON, o prasugrel poderia ser administrado somente após a identificação da anatomia coronariana.154 6.2.5.1.2.",alto risco
"Como exemplo, uma recente revisão sistemática com meta‑análise mostrou que o miR-423-5p, associado ao peptídeo natriurético atrial (ANP), teria um potencial valor diagnóstico para a detecção da IC.29 Na IC crônica, Cakmak et al.,30 mostraram que o miR-182 teria maior valor prognóstico para mortalidade cardiovascular, caracterizada pela morte súbita inexplicável, IC descompensada ou arritmia hemodinamicamente significativa, comparado ao NT-proBNP e a proteína C reativa (PCR) de alta sensibilidade pela análise da curva ROC em pacientes com IC compensado (NYHA II, n = 20) e descompensados (NYHA III, n = 22), comparado a controles saudáveis (n = 15).30 Um panorama mais completo dos miRNAs envolvidos na IC aguda e crônica pode ser visto na revisão recentemente publicada de Vegter e colaboradores.31 Considerando os estudos em pacientes com fibrilação atrial (FA), já foi observado que pacientes com IC crônica estável com FA e fração de ejeção < 40% apresentam uma redução significativa dos níveis plasmáticos de miR-150 comparados aos seus controles saudáveis.32 Harling et al.,33 estudaram o plasma coletado no pré-operatório 24 horas antes de cirurgia de revascularização miocárdica, para avaliar a precisão diagnóstica do miRNA na fibrilação atrial pós-operatória.",baixo risco
"A adiposidade pericárdica excessiva contém altos níveis de mediadores pró-inflamatórios que, quando liberados dos adipócitos, promovem uma rotação de colágeno, levando à rigidez miocárdica, lusitropismo prejudicado e subsequente DDFVE.82 Realmente, Konishi et al.,61 relataram que um volume alto de gordura pericárdica estava relativamente correlacionado a aumentos derivados de Doppler na pressão de enchimento, ou E/e’, em pacientes com ICFEP.",baixo risco
"Com o objetivo de descrever e discutir o papel das ceramidas na estratificação das doenças cardiovasculares, o desenvolvimento desta revisão narrativa contextualiza a importância desse biomarcador no cenário atual da cardiologia.",baixo risco
"Após, é discutido o papel dos miRNAs como biomarcadores circulantes de DCVs e então o seu papel no remodelamento cardíaco e na aterosclerose.",baixo risco
"IC 95% 0,71-0,96, p = 0,01), sem aumento de sangramento maior em pacientes submetidos à ICP em até 48h.159 Outra metanálise que incluiu 23 estudos e 60.907 pacientes teve o objetivo de comparar a eficácia e a segurança dos inibidores plaquetários P2Y12: clopidogrel, ticagrelor e prasugrel administrados em dois cortes de tempo diferentes em relação à ICP: precoce (< 2h pré-ICP) versus tardio (>2h pré-ICP ou pós-ICP).",alto risco
21 Contraindicações absolutas Contraindicações relativas Qualquer sangramento intracraniano História de AVC isquêmico > 3 meses ou patologias intracranianas não listadas nas contraindicações AVC isquêmico nos últimos três meses Gravidez Dano ou neoplasia no sistema nervoso central Uso atual de antagonistas da vitamina K: quanto maior o INR maior o risco de sangramento Trauma significante na cabeça ou rosto nos últimos três meses Sangramento interno recente < 2-4 semanas Sangramento ativo ou diástese hemorrágica (exceto menstruação) Ressuscitação cardiopulmonar traumática ou prolongada (> 10 min) ou cirurgia < 3 semanas Qualquer lesão vascular cerebral conhecida (malformação arteriovenosa) Hipertensão arterial não controlada (pressão arterial sistólica > 180 mmHg ou diastólica > 110 mmHg) Suspeita de dissecção de aorta Punções não compressíveis História de hipertensão arterial crônica importante e não controlada Úlcera péptica ativa Exposição prévia a SK (mais de 5 dias) ou reação alérgica prévia DOSES DE TROMBOLÍTICOS : AGENTE TRATAMENTO ANTITROMBÓTICOS SK 1.5 milhões UI em 100 ml SG 5% ou SF 0.9% em 30-60 min HNF ajustada pelo peso ou Enoxaparina ou fondaparinux por até 8 dias.,alto risco
"D) Diagnóstico diferencial das taquicardias de QRS estreito A MSC e a adenosina podem produzir quatro resultados em pacientes com taquicardia de QRS estreito (Figura 5.12): • Diminuição da atividade do nó sinusal, causando redução transitória da atividade atrial (pacientes com taquicardia Quadro 5.9 – Orientação para o tratamento farmacológico das bradicardias Recomendação Classe de Recomendação Nível de Evidência Atropina IIa B Marca-passo transcutâneo IIa B Adrenalina e dopamina IIb B 488 Atualização Atualização da Diretriz de Ressuscitação Cardiopulmonar e Cuidados Cardiovasculares de Emergência da Sociedade Brasileira de Cardiologia – 2019 Arq Bras Cardiol.",alto risco
"Em um estudo de coorte retrospectivo realizado com 211 pacientes com arteriosclerose obliterante de membros inferiores (ASO), a NRL foi associada a maior readmissão de pacientes e maior taxa de mortalidade no período de um ano, mostrando-se um marcador útil para monitorar a evolução da condição clínica de pacientes com ASO de membros inferiores, que pode ser usada como preditor de alto risco cardiovascular e mortalidade geral.7 A dNLR é proposta como uma possibilidade de substituir o NLR quando há apenas informações sobre a contagem global de leucócitos e neutrófilos, não sendo necessária a contagem de linfócitos.18 Figura 1 – Diagrama de fluxo dos artigos incluídos na revisão.",baixo risco
"24 Hospital com Hemodinâmica IAM com Supra ST ou BRE novo Tempo porta-balão < 90 min e Tempo de atraso < 60 min ICP primária Contraindicação à trombólise Transferência para ICP primária Garantia de tempo de transferência < 60 min Sim Sim Não Fluxograma de Reperfusão Miocárdica no IAM com Supra ST Choque cardiogênico Sim ICP de resgate Tempo de sintoma < 12h Sim Não Tempo de sintoma < 36h e Tempo de choque < 18h Sim Tto clínico otimizado Sim Não Não Tempo de sintoma < 3h Contraindicação à trombólise Não Não Não Não Sim Critérios de reperfusão após 90 minutos Tto clínico otimizado Sim Não Sim Sim Não Transferência para ICP primária Trombólise Transferência rápida para UCo (<24h) Transferência rápida para UCo (<24h) Trombólise 25 6 TERAPIA FARMACOLÓGICA ADICIONAL 6.1 Bloqueadores do sistema renina-angiotensina-aldosterona Os inibidores da enzima conversora de angiotensina (IECA) reduziram eventos cardiovasculares maiores, inclusive óbito, na fase aguda da SCA.",alto risco
"Logo, a combinação entre as duas classes de medicamentos impõe um dilema: proteção contra eventos cardiovasculares e aumento demasiado no risco de sangramento.202 Nesse cenário, cinco ensaios clínicos randomizados (quatro com o uso de ACOD e um com o uso de varfarina) avaliaram o uso de tripla terapia com ácido acetilsalicílico (AAS), inibidor da P2Y12 (majoritariamente clopidogrel), anticoagulante contra dupla terapia com inibidor da P2Y12 (majoritariamente clopidogrel) e anticoagulante em pacientes portadores de FA com SCA recente ou pósangioplastia eletiva (Tabela 13).203-207 A despeito de algum grau de heterogeneidade, todos de maneira geral demonstraram redução nas taxas de sangramento com a dupla terapia sem aumento de eventos isquêmicos.",alto risco
"Reações locais: podem ocorrer dor, hematomas e irritação local leve após a administração subcutânea de enoxaparina sódica.",alto risco
"Já está bem estabelecido que a presença do miR-1 no sangue auxilia a identificação do IAM, mas sua utilização como biomarcador a longo-prazo não é recomendada, devido ao curto tempo no qual ele permanece na circulação sanguínea.",baixo risco
"O critério diagnóstico mais comumente utilizado é o aumento da creatinina sérica de pelo menos 0,3 mg/dl ou pelo menos 25% nos primeiros cinco dias de internação, o que difere da definição atual do KDIGO para IRA.33 Além disso, a definição da piora da função renal não inclui IRA na admissão, que está associada a mortalidade e eventos cardiovasculares.34 Abordagens comuns para o diagnóstico de SCRA incluem o uso das seguintes referências de creatinina basal, a partir Tabela 2 – Critérios usados pelas classificações RIFLE34, AKIN35, KDIGO36 e WRF11 para definir injúria renal aguda Critérios WRF RIFLE AKIN KDIGO Anos 2002 2004 2007 2012 Classificação Aumento da CrS Aumento da CrS Queda na TFG Aumento da CrS Aumento da CrS Estágio 1 / Risco ≥ 0,3 mg/dl ≥ 1,5x CrB ≥ 25% > 1,5-1,9x CrB ou ≥ 0,3 mg/dl ≥ 1,5x CrB ou ≥ 0,3 mg/dl Estágio 2 / Injúria - ≥ 2x CrB ≥ 50% > 2-2,9x CrB ≥ 2x CrB Estágio 3 / Falência - ≥ 3x CrB ≥ 75% ≥ 3x CrB ≥ 3x CrB - Ou CrS ≥ 4mg/dl e aumento de 0,5mg/dl Ou CrS ≥ 4mg/dL e aumento de 0,5mg/dl ou início de diálise Ou CrS ≥ 4mg/dl Período mínimo para que IRA ocorra Aumento da CrS em qualquer momento da internação Variações da CrS em 1-7 dias por mais de 24 h Alterações agudas da sCr em 48 h durante a internação Elevação ≥ 1,5x CrB em 7 dias, ou aumento mínimo de 0,3 mg/dl na CrS em 48 h WRF (worsening renal function), piora da função renal;",alto risco
"Após análise de regressão logística, foi observado que um conjunto de 5 miRNAs (miR-106a-5p, -424-5p, miR-144-3p, miR-660-5p e let-7g-5p) melhor prediziam o IAM, com 77% de acerto para ambos os gêneros.27 Jia et al.,28 mostraram que os miR-30d-5p e -125b-5p também possuem valor diagnóstico para o IAM, quando avaliados em pacientes com síndrome coronariana aguda.28 Em modelo animal de IAM cirúrgico, o miR-208a apresentou níveis circulantes elevados 4 horas e 24 horas após a indução do infarto.25 Diversos estudos já foram realizados com o foco em se avaliar o valor prognóstico e/ou diagnóstico dos miRNAs na IC, assim como no tratamento da IC.",baixo risco
"Dentre os RNAs reguladores destacam-se o miRNA, o pequeno RNA de interferência (siRNA), o piwiRNA (piRNA) e o longo RNA não-codificador (lncRNA).5 Dessa ampla variedade de classes de RNAs não‑codificantes, os miRNAs se tornaram alvo de grande interesse devido à associação observada entre a sua desregulação e o surgimento de alterações fenotípicas e patológicas.6 Os miRNAs são definidos como pequenas moléculas endógenas de ácido 738 Artigo de Revisão Silva et al miRNAs e doença cardiovascular Arq Bras Cardiol.",baixo risco
"Quadro 5.1 – Orientações quanto ao manejo de via aérea durante a parada cardiorrespiratória Recomendações Classe de Recomendação Nível de Evidência Em pacientes em PCR sem via aérea avançada, manter ventilações com bolsa-válvula-máscara na frequência de 30 compressões para 2 ventilações IIa C, dados limitados Oxigênio a 100% durante as manobras de RCP IIa C Inserção de via aérea avançada não deve atrasar o início da RCP e a desfibrilação I C Se a inserção da via aérea avançada for causar interrupção nas compressões torácicas, o socorrista pode optar por atrasar esta inserção, até que haja falência de resposta às medidas de RCP e desfibrilação, ou até o RCE IIb C Tanto ventilação com bolsa-válvula-máscara quanto com via aérea avançada podem ser utilizadas para oxigenação e ventilação durante uma PCR IIb C, dados limitados Para profissionais de saúde treinados, tanto dispositivos supraglóticos quanto a intubação orotraqueal podem ser indicados como via aérea avançada IIb C, dados limitados Treinamento frequente é recomendado para socorristas que realizam intubação orotraqueal I B Para facilitar a ventilação com bolsa-válvula-máscara, a cânula orofaríngea pode ser utilizada em pacientes sem reflexo de tosse ou vômito, sendo inserida apenas por profissionais treinados em seu uso IIa C Para facilitar a ventilação com bolsa-válvula-máscara em paciente com fratura de base de crânio confirmada ou suspeita ou coagulopatia grave, preferir a cânula orofaríngea em detrimento da nasofaríngea IIa C O uso rotineiro da pressão cricoide durante a PCR não é recomendado III C Capnografia contínua com forma de onda é recomendada após avaliação clínica para confirmação e monitorização do posicionamento correto da intubação orotraqueal I C, dados limitados Se a capnografia contínua com forma de onda não está disponível, alternativas possíveis são detector de dióxido de carbono sem forma de onda, detector esofágico e ultrassonografia IIa C, dados limitados O tubo orotraqueal deve ser fixado com fita convencional, bandagem ou dispositivo comercial I C Após a instalação de uma via aérea avançada, proceder a ventilações a cada 6 segundos (10 ventilações/ minuto) enquanto compressões são realizadas de maneira contínua IIb C, dados limitados PCR: parada cardiorrespiratória;",alto risco
"Esses marcadores são vantajosos porque são de fácil acesso, possuem cálculos simples e são de baixo custo, o que facilita sua aplicação na prática.9 Além disso, são importantes para detectar indivíduos com alto risco de desenvolver DCV para que seja possível realizar intervenções prévias e obter informações relacionadas ao seu prognóstico.7 Os marcadores hematológicos inflamatórios incluem a relação NLR – neutrófilos/linfócitos;",baixo risco
