frase,arquivo,superclasse,risco,trigger_score
"Metanálise que incluiu estudos que analisaram o papel dos bloqueadores IIb/IIIa em pacientes com SCA sem ou com supradesnível de ST demonstrou, além de diminuições significativas nas incidências de óbito ou (re)infarto (p < 0,0001), diminuição de 21% (IC de 95%: 0,64-0,67) no risco relativo de óbito aos 6 meses de seguimento.178 Em pacientes em uso de dupla antiagregação plaquetária com AAS + clopidogrel, a adição de abciximab foi comparada Arq Bras Cardiol.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 a placebo no estudo ISAR-REACT-2, que envolveu 2.022 pacientes com SCASSST.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Vale ressaltar que o benefício do emprego do abciximab só foi encontrado nos indivíduos que apresentavam elevação de troponina.179 O estudo ACUITY-TIMING incluiu 9.207 pacientes com SCASSST (98% com AAS e 65% com bloqueador P2Y12 préangiografia) e avaliou qual o melhor momento para o emprego do bloqueador GP IIb/IIIa, randomizando os pacientes para o emprego rotineiro de tirofiban ou eptifibatide quando da randomização do paciente ou de forma eletiva quando da realização de ICP, já na sala de hemodinâmica.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Nesse estudo, o emprego rotineiro dos bloqueadores GP IIb/IIIa não foi capaz de reduzir desfechos isquêmicos, e aumentou de forma Figura 1.6 – Terapia antitrombótica inicial nas síndromes coronarianas agudas sem supradesnível do segmento ST.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 significativa a incidência de sangramento importante (RR = 0,80, p < 0,001).180 Resultados semelhantes foram encontrados no estudo EARLY-ACS, em que 9.492 pacientes com SCASSST foram randomizados para emprego de antiagregação plaquetária com epitifibatide iniciado antes do cateterismo versus uso somente em casos selecionados antes da angioplastia (a partir de aspectos angiográficos).",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Novamente, a estratégia de uso rotineiro do bloqueador da GP IIb/IIIa não foi capaz de reduzir complicações isquêmicas;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"contudo, resultou em aumento na incidência de sangramentos e necessidade de transfusões.181 Com base no conjunto dessas evidências, o emprego dos bloqueadores da GP IIb/IIIa, como um terceiro antiagregante plaquetário, deve ser reservado para pacientes que não apresentem alto risco hemorrágico e que tenham alto risco isquêmico/trombótico por critérios clínicos e angiográficos.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Anticoagulantes A terapia anticoagulante deve ser administrada o mais rápido possível em todos os pacientes com SCASSST, visto que a utilização desses compostos reduz as incidências de IAM e óbito, sendo empregada poucas horas após o diagnóstico.182 A escolha e o momento do anticoagulante são determinados por estratégia de tratamento (abordagem invasiva ou conservadora), gravidade da apresentação clínica e particularidades de cada serviço.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Nos pacientes com proposta de tratamento conservador inicial, recomenda-se o uso preferencial de enoxaparina ou fondaparinux.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"No subgrupo de pacientes de muito alto risco, com proposta de cateterismo imediato, apesar da semelhante eficácia da enoxaparina e HNF demostrada no estudo SINERGY, escolha da HNF iniciada na emergência ou, preferencialmente, na sala de cateterismo, pode reduzir a chance da ocorrência de transição de enoxaparina para HNF (cross over ) e o conhecido maior risco hemorrágico dessa prática.190 Nos demais pacientes, a escolha deve ser orientada por características de risco isquêmico e hemorrágico do paciente e na experiência do serviço.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,3
"O uso preferencial da enoxaparina versus HNF é sugerido por dados de revisão sistemática dos ensaios randomizados em todo o espectro das SCA, sendo demonstrado que a enoxaparina é mais eficaz que a HNF em prevenir o desfecho combinado de morte por qualquer causa ou sangramento grave em pacientes com SCASSST submetidos à ICP.191-193 Fondaparinux é uma opção segura conforme proposta inicial de tratamento não invasivo, e, se posteriormente indicado cateterismo, está recomendado o uso de HNF durante o procedimento pelo risco de trombose de cateter.194,195 Paciente em uso prévio de anticoagulantes orais de ação direta, em vigência de SCA, deve ser manejado com cautela visando não incrementar o risco hemorrágico.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,6
"5.000UI) e infusão (12 a 15UI/kg/h) com alvo de PTT 1,5-2,5× controle Durante coronariografia: 70 a 100UI/kg IV em pacientes não anticoagulados ou 50 a 70UI/kg se uso concomitante com inibidores GPIIbIIIa Sem ajuste de dose Sem ajuste de dose Enoxaparina 1mg/kg SC 12/12h > 75 anos: 75% da dose 1mg/kg 24/24h Não recomendado Fondaparinux 2,5mg SC 24/24h Não recomendado se clearance < 20mL/min/1,73m² Não recomendado Arq Bras Cardiol.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 Esses agentes se diferenciam em relação à sua capacidade de produzir vasodilatação arterial, reduzir a contratilidade miocárdica e retardar a condução AV.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
Os di-hidropiridínicos ocasionam maior vasodilatação arterial periférica e tendem a produzir taquicardia reflexa (mais evidente com a nifedipina de ação curta);,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Para controlar os sintomas,200,201 os antagonistas dos canais de cálcio são tão eficientes quanto os betabloqueadores;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"entretanto, não reduzem a incidência de angina refratária, infarto ou óbito – ao contrário, parecem acentuar a incidência dessas complicações, como sugerido por metanálise.202 Até o momento, foram avaliados na AI apenas os representantes de primeira geração.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Por outro lado, em pacientes com IAMSSST, existem evidências de que o diltiazem e o verapamil (que não se associam à taquicardia reflexamente induzida) possam ter efeito protetor.204,205 Esses agentes podem ser usados para controlar sintomas isquêmicos refratários em pacientes já em uso de nitratos e betabloqueadores em doses adequadas, ou em pacientes que não toleram o uso destes medicamentos (principalmente nos casos de contraindicação), ou, ainda, nos casos de angina variante (Prinzmetal).",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
Uso de derivado não di-hidropiridínico em casos de contraindicação aos betabloqueadores e sem disfunção ventricular esquerda.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
I B Di-hidropiridínicos de ação prolongada na presença de isquemia refratária para pacientes em uso adequado de nitratos e betabloqueadores e sem disfunção ventricular.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"IIa B Derivados di-hidropiridínicos de início de ação rápida para pacientes de alto risco, já em uso adequado de betabloqueadores.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
IIb B Derivados di-hidropiridínicos de início de ação rápida em pacientes sem uso adequado de betabloqueadores.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Inibidores do Receptor P2Y12 (iP2Y12) Os derivados tienopiridínicos (clopidogrel e prasugrel) são fármacos antagonistas da ativação plaquetária mediada pelo difosfato de adenosina (ADP), que agem bloqueando de maneira irreversível o receptor P2Y12 plaquetário;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Em conjunto com o ticagrelor (derivado da ciclopentiltriazolopirimidina – “não tienopiridínico”), que é um inibidor reversível da agregação plaquetária induzida por ADP, estes são, atualmente, os três iP2Y12 plaquetários disponíveis para uso no Brasil (preferencialmente em associação ao AAS).",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Clopidogrel No contexto de SCASSST, o primeiro grande estudo clínico – CURE (Clopidogrel in Unstable angina to prevent Recurrent Events) – testou o papel do clopidogrel em adição ao AAS em mais de 12 mil pacientes, sendo acompanhados por 3 a 12 meses (média de 9 meses).",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 Quando os pacientes com SCASSST são tratados com ICP, o duplo bloqueio da agregação plaquetária torna‑se imperativo, tanto com base em estudo que focalizou primariamente o contexto da ICP215 como também em trabalhos que abordaram as SCA per se.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
A associação dos inibidores de bomba de prótons (IBP) ao clopidogrel merece destaque.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Assim, um contingente apreciável de médicos e pesquisadores sugere que, em princípio, o uso de IBP (principalmente omeprazol), em conjunto com o clopidogrel, deva ser evitado.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"pylori, idade ≥ 65 anos, uso concomitante de anticoagulantes ou esteroides) podem empiricamente receber bloqueadores dos receptores H2 (p.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 suspenso pelo menos 5 dias antes do procedimento devido ao risco de sangramento.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"O desfecho primário de eficácia do estudo, composto de óbito cardiovascular, (re)infarto e AVC, apresentou redução de 19% no grupo prasugrel (RR 0,81;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Com relação aos desfechos secundários de eficácia, o grupo tratado com prasugrel apresentou 24% de redução de IAM (RR 0,76;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"2,4%, p = 0,03), 52% de aumento de sangramento ameaçador à vida (RR 1,52;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
Tampouco foram detectadas diferenças significativas entre os grupos no que se refere aos desfechos principais de segurança (sangramento grave ou ameaçador à vida pelo critério GUSTO ou sangramento grave pelo critério TIMI).,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Ticagrelor O ticagrelor também é inibidor da agregação plaquetária induzida por ADP, via bloqueio do receptor P2Y12, porém não pertence à classe dos tienopiridínicos.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Com tais características, o ticagrelor exerce efeito antiagregante plaquetário mais intenso, rápido e consistente em relação ao clopidogrel.239 No estudo PLATO,152 cerca de 18 mil pacientes admitidos por SCA de risco intermediário e alto com até 24h do início dos sintomas foram randomizados para receber ticagrelor (180mg de ataque seguidos por 90mg a cada 12h de manutenção) ou clopidogrel (300mg de ataque seguidos por 75mg ao dia de manutenção).",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"Os pacientes que foram submetidos à ICP receberam dose adicional de 90mg de ticagrelor e poderiam, a critério do investigador, receber dose adicional de 300mg de clopidogrel.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,3
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 de tratamento empregada (revascularização percutânea, cirúrgica ou tratamento clínico exclusivo).",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Houve aumento significativo na ocorrência de dispneia (RR 1,84;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"1,7%, p= 0,52).243 Não houve diferença entre os grupos, no global da população estudada, quanto à necessidade de implante de MP, ocorrência de síncope ou bloqueio cardíaco.243 Houve elevação dos níveis de creatinina (10% vs.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"7%), que foram revertidos 1 mês após o final do tratamento.244 O banco de dados o PLATO propiciou a publicação de diversas análises de subgrupos pré-especificados, como, por exemplo: diabéticos245 doença renal crônica,246 AVC prévio,247 utilização de IBP,230 estratégia invasiva ou conservadora inicial,248 revascularização miocárdica cirúrgica,249 recorrência de eventos,250 custo-efetividade,251 entre outros.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 estratégias de antiagregação plaquetária: uma convencional, em que a administração de AAS e iP2Y12 utilizava a posologias habitualmente empregadas, e outra na qual as doses eram ajustadas de acordo com os resultados da agregabilidade plaquetária obtidos pelo método laboratorial do VerifyNow® Aspirinand P2Y12.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Neste estudo, 2.488 pacientes com SCA foram randomizados para uma estratégia padrão com uso de ticagrelor ou prasugrel versus uma estratégia personalizada, em que os pacientes não portadores de polimorfismos, levando à perda de função do 2C19 (e, portanto, com metabolização normal do clopidogrel), recebiam clopidogrel em vez dos outros dois antiplaquetários.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"p = 0,06) em pacientes carreadores do alelo que leva à perda de função do 2C19 (aproximadamente 35% dos pacientes incluídos).255 Novos estudos, inclusive com análise de custo-efetividade, são necessários para confirmar tais resultados antes de uma decisão definitiva quanto ao rotineiro uso da genotipagem.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"I A Clopidogrel (300mg em dose de ataque, com manutenção de 75mg/dia) em adição ao AAS, em pacientes portadores de SCASSST de risco intermediário ou alto por 12 meses, em pacientes com risco muito alto de sangramento, em uso concomitante de anticoagulantes orais ou quando prasugrel ou ticagrelor não estiverem disponíveis.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,6
"I B Ticagrelor (180mg de ataque seguidos por 90mg 2 vezes/ dia) em pacientes portadores de SCASSST de risco intermediário ou alto, independente da estratégia de tratamento posterior (clínico, cirúrgico ou percutâneo), preferencialmente ao clopidogrel, por 12 meses.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,3
"I B Prasugrel 60mg de ataque seguidos por 10mg ao dia em pacientes portadores de SCASSST de risco moderado ou alto, com anatomia coronariana conhecida, tratados com ICP e sem fatores de risco para sangramento (idade ≥ 75 anos;",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,5
"AVC ou AIT prévios), preferencialmente ao clopidogrel, por 12 meses.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,1
"Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 trombina, esta ligação se faz tanto à AT quanto à enzima de coagulação.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"Na vigência de uso concomitante de inibidores dos receptores IIb/IIIa, a dose inicial deve ser de 60-70UI/kg.258 Os efeitos colaterais mais frequentes da HNF são os sangramentos maiores ou menores, que ocorrem principalmente quando o tempo de coagulação está acima da faixa terapêutica.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,3
Recomenda-se uma infusão IV lenta para evitar hipotensão arterial e bradicardia.258 6.2.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
Diretrizes da Sociedade Brasileira de Cardiologia sobre Angina Instável e Infarto Agudo do Miocárdio sem Supradesnível do Segmento ST – 2021 vs.,diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,0
"I B Uso de enoxaparina preferencialmente à HNF, a não ser que cirurgia de revascularização miocárdica esteja planejada para as próximas 24h.",diretriz_sbc_angina_instavel_filtrado.txt,STTC,alto,2
"A utilização do gravador de loop por 30 dias (com detecção automática de FA) foi superior ao Holter para a detecção de FA com duração > 30 segundos (16,1% contra 3,2%;",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,0
"A iniciativa da Sociedade Europeia de Cardiologia para a mudança da nomenclatura do escore, abolindo o sexo feminino do sistema de pontuação, reside no fato de ser um fator modificador de risco, além de excluir um grupo grande de pacientes com identidade não binária, transgêneros ou em uso de terapia hormonal.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
"Pacientes com escore zero, o risco é considerado baixo (1,3% ao ano), e a terapia anticoagulante deve ser individualizada de acordo com o perfil de risco, sangramento e preferência do paciente.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
"A forma de apresentação e a carga da FA têm demonstrado implicações como fator de risco adicionais para eventos TE, com maior risco em pacientes com FA persistente e com carga maior de FA.139 Outros escores como o ABC-AF-stroke/bleeding (age, biomarkers and clinical history)140 e o Atria (Anticoagulation and Risk Factors in Atrial Fibrillation)141 incluem o uso de biomarcadores (peptídeo natriurético pró-tipo B N-terminal, troponina-T cardíaca e fator de diferenciação de crescimento 15) e presença de disfunção renal, respectivamente.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,2
"Já o Garfield-AF Risk Tool baseia-se em um modelo de predição de risco gerado por computador (machine learning) que prevê mortalidade por todas as causas, AVCi e hemorrágico e embolia sistêmica em pacientes com FA.142 Apesar de esses escores discriminarem bem os pacientes com baixo e alto risco de AVC e sangramento, a praticidade e o custo adicional ainda restringem seu uso na prática clínica.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
"Em uma revisão sistemática com 38 estudos, o escore HAS-BLED apresentou melhor evidência na predição de risco de sangramento (Tabela 6).143 Valores ≥ 3 indicam alto risco, mas não constituem contraindicação à terapia anticoagulante.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
"Nesses, o melhor controle da HAS, evitar o uso concomitante de anti-inflamatórios ou álcool e substituir a varfarina por um ACOD são condutas sugeridas para mitigar o risco.134,144 O escore ORBIT, que considera fatores como idade avançada, baixos valores de hemoglobina, antecedente Tabela 5 – Escore de CHA2DS2-VA CHA2DS2-VA Pontuação Congestive heart failure/left ventricular dysfunction (insuficiência cardíaca congestiva/ disfunção ventricular esquerda) 1 Hypertension (hipertensão arterial) 1 Age ≥ 75 yrs (idade ≥ 75 anos) 2 Diabetes mellitus (diabetes melito) 1 Stroke/transient ischaemic attack/ Thrombo-embolism (histórico de AVC/AIT/embolia sistêmica) 2 Vascular disease (prior myocardial infarction, peripheral artery disease or aortic plaque) (doença vascular) 1 Age 65–74 yrs (idade) 1 AVC: acidente vascular cerebral;",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,4
"Diretriz Brasileira de Fibrilação Atrial - 2025 Tabela 6 – Escore HAS-BLED para avaliação de risco de sangramento Risco HAS-BLED Pontuação Hypertension (hipertensão arterial) – PAS >160 mmHg 1 Abnormal renal or liver function (alteração da função renal ou hepática) Clearance de creatinina ≤ 50 mL/min ou creatinina ≥ 2,26 mg/dL ou hemodiálise ou transplante renal;",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
"Por outro lado, outras formas de doença valvar, como insuficiência ou estenose aórtica, insuficiência mitral, biopróteses ou plastia valvar, foram incluídas nos estudos pivotais com ACOD, e uma revisão sistemática com esses pacientes demonstrou a eficácia e segurança no uso dessas medicações.156 A função renal constitui fator relevante na decisão sobre qual estratégia de anticoagulação utilizar.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
Pacientes com insuficiência renal facilmente preenchem critérios para anticoagulação;,diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
"As evidências do uso de anticoagulação na insuficiência renal estágio 4 (taxa de filtração glomerular [TFG] de 15 a 29 mL/min/1,73 m2) são em grande parte embasadas em estudos observacionais.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
"Diretriz Brasileira de Fibrilação Atrial - 2025 Quadro 5 – Recomendações para prevenção de fenômenos tromboembólicos na fibrilação atrial (FA) não valvar Recomendação para prevenção de fenômenos tromboembólicos na fibrilação atrial não valvar Classe de recomendação Nivel de evidência O escore CHA2DS2-VA deve ser empregado em todos os pacientes I A Em pacientes com escore CHA2DS2-VA ≥ 2, é recomendada a terapia antitrombótica I A Pacientes de baixo risco, com CHA2DS2-VA = 0, não têm indicação para terapia antitrombótica I A Em pacientes com escore CHA2DS2-VA = 1, a terapia antitrombótica pode ser instituída, levando-se em consideração o benefício clínico, o risco de sangramento, a forma de apresentação da FA e a preferência do paciente IIa B Anticoagulação oral é recomendada para todos os pacientes com FA e miocardipatia hipertrófica, amiloidose cardíaca e hipertireoidismo a despeito do escore CHA2DS2-VA, para a prevenção dos eventos embólicos I B A reavaliação periódica do risco tromboembólico e de sangramento é recomendada nos pacientes com FA I B Para avaliação do risco de sangramento, o escore HAS-BLED pode ser considerado para auxiliar na identificação dos fatores modificáveis em pacientes de alto risco IIa B Em pacientes elegíveis a terapia antitrombótica, os ACOD são preferíveis aos AVK, exceto em pacientes com válvula cardíaca mecânica ou estenose mitral moderada a grave I A Para pacientes em uso de AVK, o RNI deve ter como alvo 2,0-3,0 e deve permanecer mais que 70% do tempo em faixa terapêutica I B Terapia com antiagregantes plaquetários isolados ou em combinação não é recomendada para prevenção de fenômenos tromboembólicos em pacientes com FA III A A estimativa do risco de sangramento, na ausência de contraindicações absolutas, não deve guiar a decisão da terapia antitrombótica III A A anticoagulação oral em pacientes com FA subclínica pode ser considerada com edoxabana ou apixabina, levando-se em consideração risco, benefício e preferência do paciente IIa B AVK: antagonistas da vitamina K;",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,6
"Uma vez que apresentou menor taxa de sangramento em relação à varfarina e com eficácia semelhante, recomenda-se usá-la em pacientes com risco aumentado de sangramento.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
"No estudo IMPACT AF (Clinical Trial to Improve Treatment With Blood Thinners in Patients With Atrial Fibrillation), uma intervenção personalizada, multifacetada e multinível envolvendo a educação de pacientes com FA e seus provedores, com acompanhamento regular, resultou em aumento significativo na proporção de pacientes tratados com anticoagulação (12% no grupo intervenção contra 3% no grupo-controle, p = 0,0002).",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,2
Tabela 9 – Fatores necessários para o acompanhamento do paciente em uso de anticoagulante Intervalo Comentário Adesão Toda visita Educação médica Considerar preferência 1x ou 2x dia Tromboembolismo Toda visita Avaliação clínica e de imagem quando necessário Sangramento Toda visita Eventos adversos Toda visita Avaliar criteriosamente a relação com ACOD: troca da medicação ou interrupção temporária.,diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,3
"Laboratório Utilizar fórmula* Se ClCr < 60 mg/kg/24 h 4 meses > 75 anos ou fragilidade Anual Se nenhuma das condições acima Fatores modificáveis de sangramento Toda visita Hipertensão não controlada (> 160 mmHg), uso de aspirina e anti-inflamatórios não hormonais;",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
A segurança do uso deste medicamento foi demonstrada em diversos estudos incluindo pacientes idosos e com insuficiência renal.,diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,0
"Eventos TE ocorreram em 6,3 a 7,4% dos pacientes.165 O andexanete é uma proteína recombinante inativa que se liga aos inibidores do fator X ativado (rivaroxabana, apixabana e edoxabana), revertendo o efeito anticoagulante.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
"Por fim, o ciraparantag, ainda não oficialmente aprovado, é uma droga sintética que inibe diretamente os inibidores diretos do fator Xa e a enoxaparina por meio de ligações de hidrogênio não covalentes, removendo essas drogas de seu local-alvo com reversão dos efeitos anticoagulantes.167 A administração de plasma fresco congelado pode ser realizada, mas, como medida de suplementação de fatores de coagulação, apresenta concentrações muito inferiores às observadas nos concentrados de complexos protrombínicos.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
"Já pacientes com FA de etiologia valvar (estenose mitral grave ou prótese valvar mecânica) ou evento embólico prévio apresentam risco Tabela 10 – Indicações para o uso de antídotos em pacientes em uso de anticoagulantes de ação direta (ACOD) Sangramento com risco de morte: sistema nervoso central, hemorragia incontrolável Sangramento em cavidade ou órgão críticos: intraespinal, intraocular, pericárdico, retroperitoneal, intramuscular com síndrome compartimental Sangramento maior apesar de medidas de hemostasia local ou risco de sangramento recorrente Cirurgia ou intervenção de emergência em pacientes com alto risco de sangramento: neurocirurgia, punção lombar, cirurgia cardíaca, vascular e hepática Tabela 11 – Antídotos utilizados para os anticoagulantes de ação direta (ACOD) Antídoto Alvo Descrição Estudo principal Critério de inclusão Resultados principais Idarucizumabe Dabigatrana Fragmento de anticorpo monoclonal RE-VERSE AD165 Hemorragia incontrolável (GI ou SNC) Cirurgia urgente Sangramento cessou em média 2,5 h Reversão completa da dabigatrana em 97,5% dos pacientes Andexanete Inibidor direto do fator Xa Molécula recombinante derivada do fator Xa humano ANNEXA-4171 Sangramento maior (trato GI e SNC, 18 h após ACOD) Hemostasia efetiva em 12 h em 82% dos pacientes Redução de 92% da atividade da apixabana e rivaroxabana Ciraparantag* Inibidor direto do fator Xa Molécula sintética, reverte inibidores diretos orais do fator Xa Ansell et al.167 Medicamento em investigação Reversão total da ação anticoagulante em até 30 min *Não provado para uso na prática clínica.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,5
"Diretriz Brasileira de Fibrilação Atrial - 2025 elevado, devendo sempre ser tratados com a mesma estratégia para duração superior a 24 horas.179 Essa abordagem também se aplica aos pacientes com escore maior ou igual a 2 em homens e maior ou igual a 3 em mulheres cuja FA tenha duração entre 12 e 24 horas.179 A anticoagulação oral deve ser continuada por, pelo menos, 4 semanas após a cardioversão em todos os pacientes independentemente da sua duração e perfil de risco.179 Após esse período, a manutenção da anticoagulação oral depende do risco tromboembólico: CHA2DS2-VA ≥ 2 Quadro 6 – Recomendações para o manejo de sangramento ativo em pacientes em uso de anticoagulantes de ação direta (ACOD) Recomendações para o manejo de sangramento ativo em pacientes em uso de ACOD Classe de recomendação Nível de evidência Interromper o uso do ACO até identificação e tratamento do sangramento leve, moderado ou grave I C Realizar intervenções diagnósticas para identificação do sítio de sangramento em pacientes sem causa identificada I C Uso de idarucizumab em pacientes com sangramento grave e risco de morte secundário ao uso de dabigatrana IIa B Uso de andexanet em pacientes com sangramento grave e risco de morte secundário ao uso de anticoagulanetes inibidores fator Xa IIa B Uso de carvão ativado e lavagem gástrica nas primeiras 4 h após o uso do ACOD em paciente com sangramento moderado ou grave IIa C Concentrado de complexo protrombínico na vigência de sangramento moderado ou grave sem resposta ao antídoto IIa C Uso de plasma fresco congelado ou concetrado de plaquetas em pacientes com sangramento moderado sem disponibilidade de outras terapias IIa C Uso de carvão ativado em casos de hemorragia digestiva III C Tabela 12 – Estudos clínicos com o uso dos ACOD para cardioversão de FA X-VeRT ENSURE-AF EMANATE Anticoagulante Rivaroxabana Edoxabana Apixabana Número de pacientes 1.504 2.199 1.500 Desenho do estudo Randomizado Randomizado Randomizado Duração de FA ≥ 48 h ≥ 48 h < 48 h e ≥ 48 h Comparador AVK AVK/heparina de baixo peso molecular AVK/heparina Estratégia ETE + rivaroxabana por pelo menos 4 horas antes da CVE ETE + edoxabana por pelo menos 2 horas antes da CVE Apixabana por pelo menos 2 horas antes da CVE ou após 5 doses Anticoagulação após CVE 42 dias 28 dias 30 dias Desfecho eficácia Composto por AVC, AIT, embolia sistêmica, infarto ou morte cardiovascular Composto por AVC, AIT, embolia sistêmica, infarto ou morte cardiovascular AVC, embolia sistêmica, mortalidade Resultado ACOD & AVK 5 (0,5%) vs.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,7
"Anticoagulação Oral em Pacientes com Doenças Cardíacas Valvares em Válvulas Nativas Apesar de os grandes estudos pivotais em anticoagulação excluírem portadores de estenose mitral moderada a grave e prótese mecânica, muitos pacientes com doença cardíaca valvar estavam contemplados.",diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,2
O estudo planejava a inclusão de 405 pacientes portadores de próteses valvares mecânicas nas posições aórtica ou mitral.,diretriz_sbc_fibrilacao_atrial_filtrado.txt,CD,alto,1
